S,MLS #,Street Address,Price,DOM,Beds Total,Sq Ft Total,Bths,Lot Size,Postal City,Property Sub Type,Age
S,CRPW22060703,5891 Pontius Court,"$1,600,000 ",,4,"1,348",2|0,"6,000 Lot SqFt",San Jose,Res. Single Family,51
S,CRSW22074064,19600 Caraway Place,"$1,390,000 ",,4,"2,501",2|1,"3,717 Lot SqFt",Morgan Hill,Res. Single Family,6
S,CROC22075329,1440 Mount Diablo Drive,"$985,000 ",,3,"1,000",2|0,"5,000 Lot SqFt",San Jose,Res. Single Family,64
S,CRPTP2202461,555 N 10th Street,"$960,000 ",,3,"1,200",1|0,"9,520 Lot SqFt",San Jose,Res. Single Family,114
S,ML81893571,27729 Briones Court,"$9,335,000 ",0,5,"4,827",4|1,1.00 Acres,Los Altos Hills,Res. Single Family,7
S,ML81893549,1310 Villa Drive,"$7,850,000 ",0,5,"3,793",5|1,"20,037 Lot SqFt",Los Altos,Res. Single Family,16
S,ML81893164,13147 REGAN Lane,"$5,150,000 ",0,4,"2,861",2|1,"14,588 Lot SqFt",Saratoga,Res. Single Family,43
S,ML81893613,690 N California Avenue,"$5,000,000 ",0,3,"2,005",2|0,"7,684 Lot SqFt",Palo Alto,Res. Single Family,83
S,ML81893115,755 Newell Road,"$4,250,000 ",0,3,"2,504",2|1,"10,802 Lot SqFt",Palo Alto,Res. Single Family,47
S,ML81891958,20711 Hanford Drive,"$4,175,000 ",0,5,"3,296",3|1,"9,775 Lot SqFt",Cupertino,Res. Single Family,25
S,ML81891178,464 Cherry Avenue,"$4,000,000 ",0,2,"1,060",1|0,"17,475 Lot SqFt",Los Altos,Res. Single Family,67
S,EB40995805,813 La Crosse Ct ,"$3,600,000 ",0,4,"1,768",2|0,"8,064 Lot SqFt",Sunnyvale,Res. Single Family,61
S,ML81891911,1037 Cynthia Lane,"$2,710,000 ",0,3,"1,240",2|0,"7,072 Lot SqFt",San Jose,Res. Single Family,66
S,ML81895256,1002 Brackett Way,"$2,700,000 ",0,3,"2,331",2|1,"3,702 Lot SqFt",Santa Clara,Res. Single Family,19
S,ML81885805,4568 Winding Way,"$2,660,000 ",0,3,"1,607",2|0,"5,487 Lot SqFt",San Jose,Res. Single Family,58
S,ML81889333,1116 Steinway Avenue,"$2,650,000 ",0,4,"2,175",3|0,"7,874 Lot SqFt",Campbell,Res. Single Family,62
S,ML81887638,230 S Midway Street,"$2,620,000 ",0,3,"2,444",2|0,"12,196 Lot SqFt",Campbell,Res. Single Family,70
S,ML81891984,521 Davenport Court,"$2,550,000 ",0,2,"1,172",2|0,"4,020 Lot SqFt",Sunnyvale,Res. Single Family,54
S,ML81891130,18708 Martha Avenue,"$2,380,000 ",0,3,"1,128",1|0,"11,088 Lot SqFt",Saratoga,Res. Single Family,71
S,SF422649163,807 Iris Avenue,"$2,250,000 ",0,3,"1,312",2|0,"6,561 Lot SqFt",Sunnyvale,Res. Single Family,0
S,ML81895838,1116 Beaumont Drive,"$2,190,000 ",0,4,"1,607",2|0,"6,000 Lot SqFt",San Jose,Res. Single Family,58
S,ML81885265,1488 Darlene Avenue,"$1,999,999 ",0,3,"1,780",2|0,"6,062 Lot SqFt",San Jose,Res. Single Family,71
S,ML81894291,2015 Jeanie Lane,"$1,910,000 ",0,4,"2,188",3|0,1.65 Acres,Gilroy,Res. Single Family,49
S,ML81892266,1533 Puerto Vallarta Drive,"$1,900,000 ",0,4,"1,692",2|0,"7,918 Lot SqFt",San Jose,Res. Single Family,57
S,BE40995592,6262 Mountford Dr ,"$1,606,262 ",0,3,"1,767",2|0,"5,500 Lot SqFt",San Jose,Res. Single Family,53
S,ML81888384,3377 San Rivas Drive,"$1,565,000 ",0,5,"2,089",3|1,"6,106 Lot SqFt",San Jose,Res. Single Family,38
S,ML81894650,9681 Ohlone Way,"$1,500,000 ",0,5,"2,850",3|1,"6,844 Lot SqFt",Gilroy,Res. Single Family,20
S,ML81887220,15560 La Alameda Drive,"$1,405,000 ",0,3,"1,558",2|0,"12,231 Lot SqFt",Morgan Hill,Res. Single Family,54
S,ML81894829,553 Fir Avenue,"$1,400,000 ",0,3,"1,419",2|0,"4,392 Lot SqFt",Sunnyvale,Res. Single Family,70
S,ML81879974,1944 Biscayne Way,"$1,300,000 ",0,4,"1,616",3|0,"6,569 Lot SqFt",San Jose,Res. Single Family,63
S,ML81891530,1827 CREEK Drive,"$1,250,000 ",0,2,"1,167",1|0,"5,336 Lot SqFt",San Jose,Res. Single Family,72
S,ML81888969,1220 Longmeadow Drive,"$1,090,000 ",0,4,"1,735",2|1,"6,810 Lot SqFt",Gilroy,Res. Single Family,29
S,ML81894274,1625 Saralynn Drive,"$1,052,000 ",0,3,"1,204",1|1,"5,044 Lot SqFt",San Jose,Res. Single Family,59
S,ML81893429,1240 Torres Avenue,"$1,050,000 ",0,3,"1,020",2|0,"6,232 Lot SqFt",Milpitas,Res. Single Family,51
S,ML81890751,904 Hellyer Avenue,"$1,000,000 ",0,4,"1,971",2|0,"6,240 Lot SqFt",San Jose,Res. Single Family,49
S,ML81886283,1570 Barberry Court,"$1,000,000 ",0,3,"1,220",2|0,"5,975 Lot SqFt",San Jose,Res. Single Family,43
S,ML81895843,396 Gridley Court,"$915,000 ",0,3,"1,287",2|0,"8,000 Lot SqFt",San Jose,Res. Single Family,49
S,ML81892354,14790 Manuella Road,"$12,000,000 ",1,5,"10,266",8|1,1.10 Acres,Los Altos Hills,Res. Single Family,15
S,ML81889814,481 Carmelita Drive,"$5,300,000 ",1,5,"3,912",4|1,"10,890 Lot SqFt",Mountain View,Res. Single Family,0
S,ML81885620,573 Palo Alto Avenue,"$3,000,000 ",1,3,"1,545",1|0,"7,731 Lot SqFt",Mountain View,Res. Single Family,102
S,ML81888348,1505 Hester Avenue,"$2,888,888 ",1,5,"2,711",4|0,"8,319 Lot SqFt",San Jose,Res. Single Family,5
S,ML81888914,1629 Andalusia Way,"$2,478,000 ",1,4,"1,656",2|0,"6,531 Lot SqFt",San Jose,Res. Single Family,62
S,ML81892769,1352 Bent Drive,"$2,300,000 ",1,3,"1,619",2|0,"9,310 Lot SqFt",Campbell,Res. Single Family,66
S,ML81886288,1184 Adams Court,"$1,975,000 ",1,4,"2,090",2|1,"6,079 Lot SqFt",San Jose,Res. Single Family,52
S,ML81891889,2068 Donnici Street,"$1,500,000 ",1,4,"2,262",3|0,"2,607 Lot SqFt",San Jose,Res. Single Family,17
S,ML81888003,16195 Church Street,"$1,200,000 ",1,3,"2,240",1|0,"9,826 Lot SqFt",Morgan Hill,Res. Single Family,66
S,ML81889763,10431 Observatory Drive,"$1,175,000 ",1,3,"1,888",2|0,"12,917 Lot SqFt",San Jose,Res. Single Family,67
S,ML81886045,2017 Terilyn Avenue,"$1,175,000 ",1,5,"1,872",3|0,"5,844 Lot SqFt",San Jose,Res. Single Family,61
S,ML81894394,5327 Mango Blossom Court,"$1,100,000 ",1,3,"1,536",2|0,"9,120 Lot SqFt",San Jose,Res. Single Family,46
S,ML81887690,1562 Landell Court,"$3,700,000 ",2,3,"1,798",2|0,"14,042 Lot SqFt",Los Altos,Res. Single Family,66
S,ML81892386,2280 Williams Street,"$3,210,000 ",2,3,"1,729",2|0,"5,750 Lot SqFt",Palo Alto,Res. Single Family,96
S,ML81888179,1623 Husted Avenue,"$2,350,000 ",2,4,"1,791",3|0,"6,575 Lot SqFt",San Jose,Res. Single Family,61
S,ML81891994,1341 Duke Way,"$2,300,000 ",2,3,"2,316",2|1,"8,132 Lot SqFt",San Jose,Res. Single Family,59
S,ML81889743,116 Savannah Loop,"$2,200,000 ",2,4,"1,840",3|1,"1,262 Lot SqFt",Mountain View,Res. Single Family,8
S,ML81892973,2864 Riedel Road,"$1,709,000 ",2,3,"1,481",2|0,"7,140 Lot SqFt",San Jose,Res. Single Family,38
S,ML81891412,1532 Willowgate Drive,"$1,700,000 ",2,3,"1,137",2|0,"5,800 Lot SqFt",San Jose,Res. Single Family,65
S,ML81887093,3216 Tenley Drive,"$1,640,000 ",2,3,"1,544",2|1,"4,512 Lot SqFt",San Jose,Res. Single Family,39
S,ML81886499,523 Broderick Drive,"$1,540,000 ",2,4,"1,699",2|0,"6,894 Lot SqFt",San Jose,Res. Single Family,49
S,ME222049963,232 Washington Street,"$880,000 ",2,2,920,1|0,"2,326 Lot SqFt",San Jose,Res. Single Family,0
S,ML81893594,1460 Oakhurst Avenue,"$9,500,000 ",3,5,"5,995",5|1,"18,012 Lot SqFt",Los Altos,Res. Single Family,3
S,ML81883275,1330 Fairway Drive,"$6,200,000 ",3,4,"3,274",4|1,"13,481 Lot SqFt",Los Altos,Res. Single Family,65
S,ML81890534,2010 Sun Mor Avenue,"$5,000,000 ",3,4,"2,995",3|1,"11,825 Lot SqFt",Mountain View,Res. Single Family,5
S,ML81891561,7150 Wooded Lake Drive,"$4,400,000 ",3,5,"4,328",4|0,4.82 Acres,San Jose,Res. Single Family,45
S,ML81883194,1403 Glen Ellen Way,"$4,000,000 ",3,5,"4,686",3|2,"11,762 Lot SqFt",San Jose,Res. Single Family,56
S,ML81891298,811 Channing Avenue,"$3,750,000 ",3,3,"1,446",2|1,"5,192 Lot SqFt",Palo Alto,Res. Single Family,69
S,ML81890641,15930 Orange Blossom Lane,"$3,100,000 ",3,3,"1,284",2|0,"8,208 Lot SqFt",Los Gatos,Res. Single Family,67
S,ML81889869,7055 Glenview Drive,"$3,075,000 ",3,4,"2,875",3|1,"10,459 Lot SqFt",San Jose,Res. Single Family,23
S,ML81888162,1234 Naglee Avenue,"$2,400,000 ",3,3,"1,776",1|0,"12,368 Lot SqFt",San Jose,Res. Single Family,90
S,ML81887402,599 Albion Court,"$1,910,007 ",3,4,"1,881",2|1,"9,394 Lot SqFt",San Jose,Res. Single Family,54
S,ML81886716,2046 Redbush Terrace,"$1,820,000 ",3,2,"1,459",2|0,"5,997 Lot SqFt",San Jose,Res. Single Family,74
S,ML81888609,417 Fenley Avenue,"$1,750,000 ",3,3,960,1|0,"9,629 Lot SqFt",San Jose,Res. Single Family,72
S,ML81891700,21441 Aldercroft Heights,"$1,600,000 ",3,4,"2,016",2|1,1.00 Acres,Los Gatos,Res. Single Family,93
S,ML81891061,4720 Grimsby Drive,"$1,560,000 ",3,4,"1,354",2|0,"5,610 Lot SqFt",San Jose,Res. Single Family,59
S,BE40992537,602 Manzanita Ave ,"$1,550,000 ",3,3,"1,092",1|1,"5,800 Lot SqFt",Sunnyvale,Res. Single Family,69
S,ML81887450,3055 Lynview Drive,"$1,431,875 ",3,3,"1,320",2|0,"6,104 Lot SqFt",San Jose,Res. Single Family,55
S,ML81889101,690 Dawn Way,"$1,420,000 ",3,4,"2,300",3|0,"15,158 Lot SqFt",Gilroy,Res. Single Family,36
S,ML81893147,3552 Aberdeen St. ,"$1,200,000 ",3,4,"1,244",2|0,"5,500 Lot SqFt",Santa Clara,Res. Single Family,61
S,ML81890168,1295 Jasmine Way,"$1,036,000 ",3,3,"1,160",2|0,"6,084 Lot SqFt",Morgan Hill,Res. Single Family,48
S,ML81884523,22248 Hammond Way,"$5,750,000 ",4,4,"4,392",4|0,"30,733 Lot SqFt",Cupertino,Res. Single Family,22
S,ML81891760,14703 Eastview Drive,"$4,100,000 ",4,4,"2,895",3|0,"19,080 Lot SqFt",Los Gatos,Res. Single Family,59
S,ML81890199,3895 Corina Way,"$4,050,000 ",4,5,"2,765",3|0,"7,500 Lot SqFt",Palo Alto,Res. Single Family,67
S,ML81888921,1435 Dove Lane,"$3,055,000 ",4,3,"1,846",2|0,"6,853 Lot SqFt",Sunnyvale,Res. Single Family,62
S,ML81888144,1084 Rembrandt Drive,"$2,920,000 ",4,3,"1,560",2|0,"6,310 Lot SqFt",Sunnyvale,Res. Single Family,59
S,ML81888823,1139 Crespi Drive,"$2,590,000 ",4,4,"1,741",2|0,"7,172 Lot SqFt",Sunnyvale,Res. Single Family,56
S,ML81888369,139 Lester Lane,"$2,350,000 ",4,3,"1,666",2|0,"7,801 Lot SqFt",Los Gatos,Res. Single Family,64
S,ML81887950,647 Lamont Court,"$2,150,000 ",4,3,"1,796",2|1,"5,403 Lot SqFt",Campbell,Res. Single Family,46
S,ML81888418,3473 Chemin De Riviere ,"$1,930,000 ",4,4,"1,989",2|1,"4,025 Lot SqFt",San Jose,Res. Single Family,22
S,ML81889356,1081 S Daniel Way,"$1,925,000 ",4,3,"1,950",2|1,"6,900 Lot SqFt",San Jose,Res. Single Family,62
S,ME222050925,7465 Aberdeen Court,"$1,800,000 ",4,5,"3,693",4|1,"10,990 Lot SqFt",Gilroy,Res. Single Family,0
S,ML81886152,3234 Gatelight Court,"$1,774,000 ",4,3,"2,009",2|1,"6,214 Lot SqFt",San Jose,Res. Single Family,38
S,ML81886629,100 S 2nd Street,"$1,650,000 ",4,2,960,1|1,"4,699 Lot SqFt",Campbell,Res. Single Family,97
S,ML81888193,563 Jesse James Drive,"$1,535,000 ",4,3,"1,649",2|0,"6,233 Lot SqFt",San Jose,Res. Single Family,56
S,EB40987028,109 Casswell ,"$1,512,000 ",4,4,"1,474",2|0,"6,664 Lot SqFt",San Jose,Res. Single Family,44
S,ML81887317,475 Wildwood Way,"$1,500,000 ",4,3,"1,312",2|0,"8,152 Lot SqFt",Santa Clara,Res. Single Family,55
S,BA322045815,1315 Glen Eyrie Avenue,"$1,480,000 ",4,3,"1,139",1|1,"9,657 Lot SqFt",San Jose,Res. Single Family,0
S,ML81889308,440 Clogston Court,"$1,400,000 ",4,5,"1,763",3|0,"6,098 Lot SqFt",San Jose,Res. Single Family,44
S,ML81891819,2929 Quinto Way,"$1,300,000 ",4,4,"1,320",2|0,"5,225 Lot SqFt",San Jose,Res. Single Family,68
S,ML81891379,20850 Almaden Road,"$1,200,000 ",4,3,"1,875",2|0,"10,454 Lot SqFt",San Jose,Res. Single Family,72
S,ML81887717,945 Oak Park Drive,"$1,125,000 ",4,3,"1,771",2|1,"3,326 Lot SqFt",Morgan Hill,Res. Single Family,35
S,ML81887429,7545 Milias Court,"$1,105,000 ",4,4,"1,570",2|0,"7,707 Lot SqFt",Gilroy,Res. Single Family,44
S,ML81890426,4752 Corte De Cervato ,"$1,100,000 ",4,2,"1,056",2|0,"3,699 Lot SqFt",San Jose,Res. Single Family,47
S,ML81890560,21 Angra Way,"$1,065,000 ",4,3,"2,069",2|1,"2,917 Lot SqFt",Gilroy,Res. Single Family,7
S,ML81886823,1180 Fritzen Street,"$900,000 ",4,3,"1,391",2|0,"6,180 Lot SqFt",San Jose,Res. Single Family,61
S,ML81887261,18805 Bear Creek Road,"$5,200,000 ",5,6,"5,726",7|1,2.43 Acres,Los Gatos,Res. Single Family,0
S,ML81892704,5938 Country Club Parkway,"$4,700,000 ",5,4,"5,222",4|1,"16,692 Lot SqFt",San Jose,Res. Single Family,26
S,ML81889295,1611 Havenhurst Drive,"$4,588,000 ",5,5,"2,391",4|0,"10,185 Lot SqFt",Los Altos,Res. Single Family,67
S,ML81890521,3737 El Centro Street,"$4,250,000 ",5,4,"2,205",2|1,"10,125 Lot SqFt",Palo Alto,Res. Single Family,72
S,ML81886656,12517 Woodside Drive,"$4,100,000 ",5,4,"2,650",2|1,"10,602 Lot SqFt",Saratoga,Res. Single Family,65
S,ML81891913,1257 Miraflores Way,"$3,900,000 ",5,4,"1,829",3|0,"9,375 Lot SqFt",Los Altos,Res. Single Family,69
S,ML81891747,1548 Lincoln Avenue,"$3,400,000 ",5,4,"3,169",4|0,"6,098 Lot SqFt",San Jose,Res. Single Family,107
S,ML81890617,203 Thomas Drive,"$3,300,000 ",5,4,"2,020",2|0,"6,489 Lot SqFt",Los Gatos,Res. Single Family,58
S,ML81891559,2277 Shibley Avenue,"$3,200,000 ",5,4,"3,147",4|0,"7,965 Lot SqFt",San Jose,Res. Single Family,8
S,ML81891655,1125 Lynn Way,"$3,005,200 ",5,4,"1,921",2|0,"6,360 Lot SqFt",Sunnyvale,Res. Single Family,67
S,ML81889389,12580 Harding Avenue,"$2,824,000 ",5,4,"3,530",3|0,4.91 Acres,San Martin,Res. Single Family,0
S,ML81888882,1539 Iris Court,"$2,800,000 ",5,4,"2,351",3|1,"4,547 Lot SqFt",San Jose,Res. Single Family,6
S,ML81888037,120 Spring Street,"$2,800,000 ",5,3,"1,466",2|0,"10,147 Lot SqFt",Los Gatos,Res. Single Family,54
S,ML81889290,173 Belwood Gateway,"$2,650,000 ",5,4,"1,748",2|0,"10,500 Lot SqFt",Los Gatos,Res. Single Family,58
S,ML81888923,1040 Katrine Court,"$2,625,000 ",5,4,"1,421",2|0,"8,152 Lot SqFt",Sunnyvale,Res. Single Family,64
S,ML81886055,6633 Neptune Court,"$2,450,000 ",5,4,"1,986",2|1,"7,133 Lot SqFt",San Jose,Res. Single Family,43
S,SF422642877,1029 Miller Avenue,"$2,420,000 ",5,4,"1,273",2|0,"6,354 Lot SqFt",San Jose,Res. Single Family,0
S,ML81889275,1422 Cherry Garden Lane,"$2,400,000 ",5,3,"2,041",2|1,"7,920 Lot SqFt",San Jose,Res. Single Family,59
S,ML81888353,967 Sweet Avenue,"$2,400,000 ",5,3,"1,219",2|0,"6,283 Lot SqFt",San Jose,Res. Single Family,65
S,ML81889254,2135 Sufonet Drive,"$2,310,000 ",5,3,"1,395",2|0,"9,990 Lot SqFt",San Jose,Res. Single Family,63
S,ML81890251,5526 Sharon Lane,"$2,270,000 ",5,3,"1,740",2|0,"6,380 Lot SqFt",San Jose,Res. Single Family,63
S,ML81887292,807 Iris Avenue,"$2,250,000 ",5,3,"1,312",2|0,"6,561 Lot SqFt",Sunnyvale,Res. Single Family,64
S,ML81888235,1583 Willowdale Drive,"$2,210,000 ",5,4,"2,062",3|0,"5,927 Lot SqFt",San Jose,Res. Single Family,64
S,ML81886617,974 Rock Canyon Circle,"$2,202,202 ",5,4,"2,478",2|1,"9,686 Lot SqFt",San Jose,Res. Single Family,42
S,ML81888321,20624 Black Road,"$2,150,000 ",5,4,"2,246",2|0,10.18 Acres,Los Gatos,Res. Single Family,65
S,ML81890446,1465 Padres Drive,"$2,070,000 ",5,3,"1,531",2|1,"6,802 Lot SqFt",San Jose,Res. Single Family,70
S,ML81886334,3212 Brownhill Court,"$1,925,000 ",5,4,"1,604",2|0,"8,065 Lot SqFt",San Jose,Res. Single Family,38
S,ML81889198,15456 Charmeran Avenue,"$1,870,000 ",5,3,"1,136",1|0,"8,559 Lot SqFt",San Jose,Res. Single Family,73
S,ML81891413,3793 Justine Drive,"$1,810,000 ",5,3,"1,357",2|0,"7,020 Lot SqFt",San Jose,Res. Single Family,63
S,ML81888152,1161 Carrie Lee Way,"$1,760,000 ",5,3,"1,650",2|0,"8,157 Lot SqFt",San Jose,Res. Single Family,65
S,ML81889419,520 Encino Drive,"$1,750,000 ",5,5,"2,670",3|0,"13,206 Lot SqFt",Morgan Hill,Res. Single Family,45
S,ML81890048,6485 Sulu Court,"$1,700,001 ",5,4,"1,694",2|0,"7,274 Lot SqFt",San Jose,Res. Single Family,52
S,ML81890645,3904 Freed Avenue,"$1,681,000 ",5,4,"1,824",2|0,"6,819 Lot SqFt",San Jose,Res. Single Family,62
S,EB40987214,17301 Lakeview Dr ,"$1,650,000 ",5,3,"2,190",3|0,"22,156 Lot SqFt",Morgan Hill,Res. Single Family,46
S,ML81888377,1442 Sprucewood Drive,"$1,642,000 ",5,3,"1,370",2|0,"8,908 Lot SqFt",San Jose,Res. Single Family,62
S,ML81888275,985 Summerfield Drive,"$1,625,000 ",5,4,"2,000",2|1,"6,331 Lot SqFt",San Jose,Res. Single Family,44
S,ML81888227,991 Edenbury Lane,"$1,550,000 ",5,3,"1,486",2|0,"5,871 Lot SqFt",San Jose,Res. Single Family,54
S,ML81890067,20015 Uvas Road,"$1,525,000 ",5,3,"1,758",2|0,1.02 Acres,Morgan Hill,Res. Single Family,74
S,ML81890105,2501 Maywood Avenue,"$1,500,000 ",5,2,884,1|0,"9,875 Lot SqFt",San Jose,Res. Single Family,72
S,ML81888161,5297 Entrada Olmos ,"$1,457,000 ",5,3,"1,371",2|0,"6,300 Lot SqFt",San Jose,Res. Single Family,53
S,ML81888473,345 Ingram Court,"$1,425,000 ",5,4,"2,137",2|1,"10,467 Lot SqFt",San Jose,Res. Single Family,45
S,ML81889056,3588 Pleasant Echo Drive,"$1,421,000 ",5,3,"1,532",2|0,"8,303 Lot SqFt",San Jose,Res. Single Family,38
S,ML81892744,1703 Valpico Drive,"$1,400,000 ",5,4,"1,688",2|0,"6,510 Lot SqFt",San Jose,Res. Single Family,61
S,BE40990480,4341 Clearpark Pl ,"$1,400,000 ",5,3,"1,305",2|0,"6,000 Lot SqFt",San Jose,Res. Single Family,49
S,ML81888209,2971 Via Del Sol ,"$1,400,000 ",5,3,"1,404",2|0,"6,811 Lot SqFt",San Jose,Res. Single Family,53
S,ML81890149,645 Shawnee Lane,"$1,380,000 ",5,4,"1,345",2|0,"5,959 Lot SqFt",San Jose,Res. Single Family,56
S,ML81889352,5518 Deep Purple Way,"$1,350,000 ",5,3,"1,072",2|0,"6,530 Lot SqFt",San Jose,Res. Single Family,51
S,ML81889139,117 Pleasant Ridge Avenue,"$1,350,000 ",5,4,"1,980",2|0,"8,100 Lot SqFt",San Jose,Res. Single Family,74
S,ML81889431,6215 Ocho Rios Drive,"$1,325,000 ",5,4,"1,495",2|0,"6,000 Lot SqFt",San Jose,Res. Single Family,54
S,ML81889552,2345 Ashglen Way,"$1,290,000 ",5,4,"1,234",2|0,"7,821 Lot SqFt",San Jose,Res. Single Family,45
S,ML81888184,290 Bangor Avenue,"$1,276,110 ",5,3,"1,235",1|1,"5,895 Lot SqFt",San Jose,Res. Single Family,59
S,ML81889364,412 Calle Cerro ,"$1,200,000 ",5,3,"1,777",2|1,"4,356 Lot SqFt",Morgan Hill,Res. Single Family,24
S,ML81891366,382 Henderson Drive,"$1,120,000 ",5,2,930,1|0,"6,955 Lot SqFt",San Jose,Res. Single Family,54
S,ML81892771,410 Leigh Avenue,"$1,080,000 ",5,3,"1,159",1|0,"6,067 Lot SqFt",San Jose,Res. Single Family,97
S,ML81889315,15940 PIAZZA Way,"$1,050,000 ",5,3,"1,406",2|1,"4,436 Lot SqFt",Morgan Hill,Res. Single Family,24
S,ML81885671,1040 San Miguel Street,"$990,000 ",5,3,"1,540",2|0,"7,505 Lot SqFt",Gilroy,Res. Single Family,46
S,BE40989577,2023 Orlando Dr ,"$920,000 ",5,5,"1,548",3|0,"5,226 Lot SqFt",San Jose,Res. Single Family,62
S,ML81888157,1869 Terilyn Avenue,"$875,000 ",5,3,"1,040",2|0,"5,532 Lot SqFt",San Jose,Res. Single Family,63
S,ML81888389,7951 Carmel Street,"$800,000 ",5,3,"1,528",2|0,"7,982 Lot SqFt",Gilroy,Res. Single Family,82
S,ML81886121,13921 Story Road,"$715,000 ",5,2,984,1|0,"4,889 Lot SqFt",San Jose,Res. Single Family,69
S,ML81888787,364 Benvenue Avenue,"$6,510,000 ",6,4,"3,398",4|1,"13,504 Lot SqFt",Los Altos,Res. Single Family,17
S,ML81891763,15328 Via Palomino ,"$6,070,000 ",6,4,"4,857",4|2,"32,092 Lot SqFt",Monte Sereno,Res. Single Family,56
S,ML81888726,1221 Waverley Street,"$6,000,000 ",6,3,"3,645",2|1,"10,091 Lot SqFt",Palo Alto,Res. Single Family,29
S,ML81892893,18544 Beck Avenue,"$5,800,000 ",6,5,"3,771",4|0,1.09 Acres,Monte Sereno,Res. Single Family,122
S,ML81887972,1061 Via Del Pozo ,"$5,200,000 ",6,5,"3,036",2|1,"10,880 Lot SqFt",Los Altos,Res. Single Family,56
S,ML81890206,317 Shasta Drive,"$4,150,000 ",6,4,"2,505",3|0,"10,890 Lot SqFt",Palo Alto,Res. Single Family,68
S,ML81890220,7646 Berland Court,"$4,125,000 ",6,4,"2,530",3|0,"6,667 Lot SqFt",Cupertino,Res. Single Family,36
S,ML81892483,989 Lane Avenue,"$3,985,625 ",6,4,"2,258",3|0,"9,583 Lot SqFt",Mountain View,Res. Single Family,9
S,ML81888471,14705 Secretariat Way,"$3,750,000 ",6,5,"4,465",4|1,"40,612 Lot SqFt",Morgan Hill,Res. Single Family,17
S,ML81888725,18600 Graystone Lane,"$3,650,000 ",6,4,"3,104",2|1,"38,780 Lot SqFt",San Jose,Res. Single Family,41
S,ML81886940,3894 Corina Way,"$3,610,000 ",6,3,"1,583",2|0,"6,500 Lot SqFt",Palo Alto,Res. Single Family,67
S,ML81889938,1080 Harper Avenue,"$3,215,000 ",6,3,"1,741",2|0,"8,775 Lot SqFt",Sunnyvale,Res. Single Family,66
S,ML81882551,14918 Leigh Avenue,"$3,125,000 ",6,5,"3,558",3|0,"10,184 Lot SqFt",San Jose,Res. Single Family,33
S,ML81886313,1293 Hillcrest Drive,"$3,000,000 ",6,4,"2,862",2|1,"13,936 Lot SqFt",San Jose,Res. Single Family,55
S,ML81888891,973 Lantana Drive,"$2,761,000 ",6,4,"1,688",2|0,"6,514 Lot SqFt",Sunnyvale,Res. Single Family,59
S,ML81886487,1543 Oriole Avenue,"$2,757,990 ",6,3,"1,362",2|0,"6,340 Lot SqFt",Sunnyvale,Res. Single Family,60
S,ML81886772,750 Grape Avenue,"$2,610,000 ",6,3,"1,272",2|0,"6,038 Lot SqFt",Sunnyvale,Res. Single Family,66
S,ML81886884,1379 Ramon Drive,"$2,580,000 ",6,3,"1,300",1|0,"10,313 Lot SqFt",Sunnyvale,Res. Single Family,72
S,ML81891015,20653 Cheryl Drive,"$2,550,000 ",6,3,"1,416",2|0,"7,524 Lot SqFt",Cupertino,Res. Single Family,59
S,ML81887961,595 Mountain View Avenue,"$2,456,000 ",6,3,"1,196",2|0,"5,094 Lot SqFt",Mountain View,Res. Single Family,97
S,ML81888364,1766 Regina Way,"$2,400,000 ",6,3,"1,451",2|0,"10,573 Lot SqFt",Campbell,Res. Single Family,70
S,ML81878036,1065 Bennett Way,"$2,390,000 ",6,4,"2,586",2|2,"5,712 Lot SqFt",San Jose,Res. Single Family,85
S,ML81891071,2263 Woodard Road,"$2,380,000 ",6,4,"2,515",3|1,"5,891 Lot SqFt",San Jose,Res. Single Family,12
S,ML81887081,4744 Borina Drive,"$2,366,000 ",6,3,"1,322",2|0,"6,172 Lot SqFt",San Jose,Res. Single Family,63
S,ML81888140,1839 Redwood Creek,"$2,340,000 ",6,4,"2,393",4|0,"4,753 Lot SqFt",San Jose,Res. Single Family,9
S,BE40990413,1006 Live Oak Dr ,"$2,250,000 ",6,3,"1,481",2|0,"6,900 Lot SqFt",Santa Clara,Res. Single Family,59
S,ML81887662,1531 Montalban Drive,"$2,250,000 ",6,4,"2,013",2|1,"8,014 Lot SqFt",San Jose,Res. Single Family,54
S,ML81887596,1661 Sweetbriar Drive,"$2,235,000 ",6,4,"2,379",3|0,"7,341 Lot SqFt",San Jose,Res. Single Family,57
S,ML81889116,1510 Puerto Vallarta Drive,"$2,150,000 ",6,3,"1,866",2|1,"7,950 Lot SqFt",San Jose,Res. Single Family,57
S,ML81887771,3116 Hazelwood Avenue,"$2,150,000 ",6,3,"1,134",2|0,"6,322 Lot SqFt",Santa Clara,Res. Single Family,64
S,ML81888038,866 Stonehurst Way,"$2,120,000 ",6,3,"1,416",2|0,"9,368 Lot SqFt",Campbell,Res. Single Family,71
S,ML81890350,17585 Mountain Charlie Road,"$2,100,000 ",6,3,"2,302",2|0,"43,426 Lot SqFt",Los Gatos,Res. Single Family,50
S,ML81876337,2795 Cantor Drive,"$2,050,000 ",6,4,"2,820",3|0,"7,031 Lot SqFt",Morgan Hill,Res. Single Family,27
S,ML81887705,1248 Glacier Drive,"$2,025,000 ",6,4,"2,029",3|0,"5,700 Lot SqFt",Milpitas,Res. Single Family,52
